sample_kind,event_id,timestamp,device_id,card_uid,access_granted,door_id,zone,event_type,attempt_count,avg_response_time_ms,min_signal_strength,avg_battery_voltage,event_hour,previous_failed_attempts,avg_response_time_last5,denial_rate_last10,risk_level
single_event,ac566d5d-6d24-4b58-b12b-87dba249750c,2026-07-03T14:12:44Z,RFID-OFFICE-01,A27E472F,True,OFFICE_A,FIRST_FLOOR,EXIT,1,172.0,-39,3.53,14,0,104.4,0.9,MEDIUM
brute_force_burst,402ed2c7-2ac7-43c0-b297-ecbf0cd48a67,2026-07-03T14:14:00Z,RFID-ENT-02,8FB2D969,False,GARAGE,GARAGE,BRUTE_FORCE_ATTEMPT,9,138.22,-82,3.37,14,8,142.4,0.9,HIGH
single_event,00de8d92-93d1-4922-a6db-9d88c7f6098e,2026-07-03T14:14:45Z,RFID-ENT-01,96BFAF08,False,MAIN_GATE,GROUND_FLOOR,CARD_UNKNOWN,1,196.0,-81,3.72,14,0,126.6,0.5,MEDIUM
single_event,a66898e7-9c3a-43cf-afaf-d0383dc5ed7e,2026-07-03T14:15:45Z,RFID-ENT-01,F3B2772B,False,SERVER_ROOM,SECOND_FLOOR,CARD_UNKNOWN,1,111.0,-42,3.18,14,0,132.4,0.5,HIGH
brute_force_burst,ee8c7956-e3d7-42fd-b71f-e9b8b7f95d6e,2026-07-03T14:17:05Z,RFID-OFFICE-01,AFC439AD,False,WAREHOUSE,WAREHOUSE,BRUTE_FORCE_ATTEMPT,11,124.36,-81,3.45,14,10,130.6,1.0,HIGH
single_event,bc6c4036-e891-4885-bb69-aaf01d685c5a,2026-07-03T14:17:50Z,RFID-ENT-02,924F4ED9,False,MAIN_GATE,GROUND_FLOOR,FORCED_OPEN,1,219.0,-73,3.84,14,0,142.4,0.9,HIGH
single_event,1ef32d59-89bd-430c-8975-aec1aff70f4c,2026-07-03T14:18:50Z,RFID-OFFICE-01,AC2FE76F,True,GARAGE,GARAGE,EXIT,1,107.0,-41,3.77,14,0,130.6,1.0,MEDIUM
single_event,3a908879-7f23-4d9b-816f-e6bd4aa274d7,2026-07-03T14:19:50Z,RFID-OFFICE-01,39DBAA41,False,GARAGE,GARAGE,CARD_UNKNOWN,1,81.0,-58,3.7,14,0,121.4,0.9,MEDIUM
single_event,83fa5ffc-1bcf-4120-8cd5-1783d65ea6b3,2026-07-03T14:20:50Z,RFID-LAB-01,7BB2481F,True,SERVER_ROOM,SECOND_FLOOR,ENTRY,1,169.0,-41,3.39,14,0,136.4,0.9,HIGH
single_event,dd5736fe-6721-4e61-8556-f37752cd838a,2026-07-03T14:21:50Z,RFID-ENT-02,0A84D71F,False,MAIN_GATE,GROUND_FLOOR,CARD_UNKNOWN,1,111.0,-64,4.0,14,0,151.6,1.0,MEDIUM
single_event,d7d964db-15dc-4780-9f74-9bcfc6a31ab7,2026-07-03T14:22:50Z,RFID-LAB-01,2CB95C0C,False,MAIN_GATE,GROUND_FLOOR,FORCED_OPEN,1,67.0,-79,3.23,14,0,147.4,0.8,HIGH
single_event,8b1fc02f-20cc-425b-9333-5ace4c7021d4,2026-07-03T14:23:50Z,RFID-LAB-01,37AFC713,True,GARAGE,GARAGE,ENTRY,1,137.0,-55,3.56,14,0,130.0,0.8,MEDIUM
single_event,a49cd3aa-328a-4e5f-ad53-d3aff404adbd,2026-07-03T14:24:50Z,RFID-WH-01,DA86136B,True,LAB,LAB_BLOCK,ENTRY,1,56.0,-39,3.84,14,0,122.4,1.0,MEDIUM
brute_force_burst,383722d6-61cc-4589-ae45-531641215d9b,2026-07-03T14:26:06Z,RFID-OFFICE-01,0C1646F5,False,OFFICE_A,FIRST_FLOOR,BRUTE_FORCE_ATTEMPT,9,156.22,-79,3.37,14,8,161.0,1.0,HIGH
single_event,9eaff455-579c-447a-b9c2-923b066a30cf,2026-07-03T14:26:51Z,RFID-WH-01,A724ADC3,True,MAIN_GATE,GROUND_FLOOR,ENTRY,1,38.0,-67,3.6,14,0,112.0,0.9,LOW
single_event,7dfcbd96-ea94-47ed-b740-f8220cdb35ee,2026-07-03T14:27:51Z,RFID-LAB-01,6FC49A5E,False,SERVER_ROOM,SECOND_FLOOR,FORCED_OPEN,1,135.0,-47,3.19,14,0,125.2,0.7,HIGH
single_event,5340d3aa-4ccd-4952-8958-f2543c395927,2026-07-03T14:28:51Z,RFID-ENT-02,99332D00,True,MAIN_GATE,GROUND_FLOOR,EXIT,1,90.0,-75,3.35,14,0,145.0,1.0,HIGH
single_event,dfb8a027-aa1f-44f8-9006-c780d4336423,2026-07-03T14:29:51Z,RFID-LAB-01,68AD393C,False,LAB,LAB_BLOCK,CARD_UNKNOWN,1,88.0,-42,3.92,14,0,126.6,0.7,MEDIUM
single_event,8f748e17-d7b3-4c91-8f0e-38420b4e88d6,2026-07-03T14:30:51Z,RFID-ENT-02,6ECB88C9,False,GARAGE,GARAGE,FORCED_OPEN,1,170.0,-78,3.31,14,0,143.2,0.9,HIGH
single_event,0ad0419e-cfd1-44d1-96b3-e741945a4c91,2026-07-03T14:31:51Z,RFID-OFFICE-01,513A79A5,True,MAIN_GATE,GROUND_FLOOR,ENTRY,1,122.0,-50,3.3,14,0,161.0,1.0,MEDIUM
single_event,92eebd86-4491-43a8-bf79-b4979f269c86,2026-07-03T14:32:51Z,RFID-WH-01,7ADA9F1A,True,WAREHOUSE,WAREHOUSE,ENTRY,1,150.0,-55,3.91,14,0,94.8,0.8,MEDIUM
single_event,58abd0f0-1293-4d7d-9490-494e045452a0,2026-07-03T14:33:51Z,RFID-OFFICE-01,96852695,True,LAB,LAB_BLOCK,ENTRY,1,154.0,-66,3.53,14,0,153.2,0.9,HIGH
single_event,060ccc0b-ca33-4e31-a029-4574bdabf6db,2026-07-03T14:34:51Z,RFID-ENT-02,CA47F346,True,SERVER_ROOM,SECOND_FLOOR,EXIT,1,146.0,-61,3.92,14,0,146.8,0.9,HIGH
single_event,28586372-4766-4505-bfca-a394ff088e10,2026-07-03T14:35:51Z,RFID-WH-01,F316FB4D,True,OFFICE_B,FIRST_FLOOR,EXIT,1,125.0,-73,4.06,14,0,99.0,0.7,MEDIUM
brute_force_burst,d547432b-3346-4526-87f7-3364d315d60b,2026-07-03T14:36:55Z,RFID-ENT-01,3452BE4F,False,SERVER_ROOM,SECOND_FLOOR,BRUTE_FORCE_ATTEMPT,3,189.67,-76,3.38,14,2,175.2,0.6,HIGH
single_event,7192f81f-320e-4302-b4d6-8426441b1481,2026-07-03T14:37:40Z,RFID-OFFICE-01,7D2804F6,False,SERVER_ROOM,SECOND_FLOOR,FORCED_OPEN,1,131.0,-66,3.49,14,0,147.2,0.8,HIGH
single_event,54c876f1-4a34-4e61-a82d-b1c054736f1e,2026-07-03T14:38:40Z,RFID-OFFICE-01,916C0A78,True,GARAGE,GARAGE,EXIT,1,37.0,-50,3.83,14,0,156.0,0.8,MEDIUM
brute_force_burst,7cd20241-40bc-412b-b4ba-c090de91a832,2026-07-03T14:40:06Z,RFID-ENT-02,87136F2F,False,LAB,LAB_BLOCK,BRUTE_FORCE_ATTEMPT,14,152.64,-82,3.51,14,13,163.0,1.0,HIGH
single_event,f29f03e3-e406-482d-820a-a6ab2c6391fe,2026-07-03T14:40:51Z,RFID-WH-01,81F909B1,True,MAIN_GATE,GROUND_FLOOR,ENTRY,1,142.0,-43,3.67,14,0,100.4,0.6,MEDIUM
single_event,f12fb84c-5227-4fab-bb09-45cf691170dd,2026-07-03T14:41:51Z,RFID-ENT-01,4BE03894,True,GARAGE,GARAGE,ENTRY,1,134.0,-46,4.14,14,0,175.2,0.6,MEDIUM
single_event,50a3d165-2bff-46c9-8bc5-0c0cee99e351,2026-07-03T14:42:51Z,RFID-ENT-01,6C27CE27,True,SERVER_ROOM,SECOND_FLOOR,ENTRY,1,36.0,-74,3.42,14,0,162.8,0.6,HIGH
single_event,628b6770-0823-4672-afc0-e8e8cc169fa7,2026-07-03T14:43:51Z,RFID-ENT-01,4B401E8E,True,OFFICE_B,FIRST_FLOOR,EXIT,1,126.0,-52,3.33,14,0,147.8,0.6,MEDIUM
brute_force_burst,f2b3555d-f546-4976-aabd-18e07ba45c5a,2026-07-03T14:45:03Z,RFID-LAB-01,0D2367F6,False,SERVER_ROOM,SECOND_FLOOR,BRUTE_FORCE_ATTEMPT,7,139.57,-81,3.44,14,6,142.4,0.9,HIGH
brute_force_burst,7fe0476c-4c76-4b0d-88fb-d3cdbf49e384,2026-07-03T14:46:08Z,RFID-ENT-02,D7154524,False,OFFICE_B,FIRST_FLOOR,BRUTE_FORCE_ATTEMPT,11,149.82,-79,3.32,14,10,154.0,1.0,HIGH
single_event,b3c7bad2-4307-49d9-a474-81d36100c9b1,2026-07-03T14:46:53Z,RFID-WH-01,865716A5,True,OFFICE_B,FIRST_FLOOR,EXIT,1,38.0,-59,3.26,14,0,102.2,0.5,LOW
single_event,12cb21b2-8ca7-4d33-a3b5-9b260d080d86,2026-07-03T14:47:53Z,RFID-OFFICE-01,C1CB6212,False,MAIN_GATE,GROUND_FLOOR,FORCED_OPEN,1,151.0,-70,3.62,14,0,129.4,0.7,MEDIUM
single_event,550efb59-b50e-44c8-b5ea-d3da1c3dc2a9,2026-07-03T14:48:53Z,RFID-OFFICE-01,94777562,True,MAIN_GATE,GROUND_FLOOR,ENTRY,1,128.0,-61,3.29,14,0,119.0,0.7,MEDIUM
single_event,3b9500be-fe4e-4627-a717-18278425636d,2026-07-03T14:49:53Z,RFID-WH-01,CECE1D73,False,OFFICE_B,FIRST_FLOOR,ACCESS_DENIED,1,218.0,-43,3.1,14,0,98.6,0.4,MEDIUM
single_event,a8cae168-7bfa-4d29-8b74-208f2cbf9dcb,2026-07-03T14:50:53Z,RFID-ENT-02,14DBB0B5,True,WAREHOUSE,WAREHOUSE,ENTRY,1,166.0,-43,3.59,14,0,154.0,1.0,MEDIUM
single_event,0d994e91-9ed3-4577-9b98-1619ede13122,2026-07-03T14:51:53Z,RFID-LAB-01,D816AD1D,False,WAREHOUSE,WAREHOUSE,FORCED_OPEN,1,131.0,-85,3.13,14,0,142.4,0.9,HIGH
brute_force_burst,0563d181-353d-4280-8b66-06fbcd61412f,2026-07-03T14:53:07Z,RFID-LAB-01,60FAD89E,False,OFFICE_A,FIRST_FLOOR,BRUTE_FORCE_ATTEMPT,8,138.38,-82,3.47,14,7,157.8,1.0,HIGH
single_event,cc08e7de-e02b-49a4-a3f4-5ffcdc3a36f6,2026-07-03T14:53:52Z,RFID-ENT-02,8DEC48CB,True,OFFICE_A,FIRST_FLOOR,EXIT,1,121.0,-77,3.71,14,0,152.6,0.9,MEDIUM
single_event,93ea38e0-5eee-4efd-beb5-e27f3be80dde,2026-07-03T14:54:52Z,RFID-WH-01,3EF474B7,True,OFFICE_B,FIRST_FLOOR,EXIT,1,171.0,-58,3.97,14,0,134.6,0.4,MEDIUM
single_event,8a7ef2a0-0338-4169-9e5b-20f46617859f,2026-07-03T14:55:52Z,RFID-WH-01,6517F48F,True,MAIN_GATE,GROUND_FLOOR,ENTRY,1,74.0,-52,3.72,14,0,138.8,0.3,LOW
brute_force_burst,03e4a5a3-bf97-4094-aaf0-264b06f7e70d,2026-07-03T14:57:02Z,RFID-LAB-01,F01E2CA9,False,GARAGE,GARAGE,BRUTE_FORCE_ATTEMPT,6,167.0,-82,3.49,14,5,174.8,1.0,HIGH
brute_force_burst,9d1e7991-4fa1-4625-b426-233ebbeb82e4,2026-07-03T14:58:07Z,RFID-ENT-02,F779C681,False,OFFICE_A,FIRST_FLOOR,BRUTE_FORCE_ATTEMPT,11,147.45,-79,3.46,14,10,136.6,1.0,HIGH
brute_force_burst,bc86b36c-93d9-46d8-be7e-d0691430814d,2026-07-03T14:59:08Z,RFID-OFFICE-01,29EA44F9,False,WAREHOUSE,WAREHOUSE,BRUTE_FORCE_ATTEMPT,9,125.89,-81,3.54,14,8,122.6,0.9,HIGH
single_event,6d5012df-c025-4134-a42d-c7ff8e69801f,2026-07-03T14:59:53Z,RFID-OFFICE-01,AE1625EE,True,LAB,LAB_BLOCK,ENTRY,1,90.0,-52,3.86,14,0,122.6,0.9,MEDIUM
single_event,800b85a3-4318-4fd6-988e-55ac64497bf0,2026-07-03T15:00:53Z,RFID-OFFICE-01,DA4B9F62,False,MAIN_GATE,GROUND_FLOOR,CARD_UNKNOWN,1,201.0,-57,4.05,15,0,121.2,0.9,MEDIUM
single_event,1e853058-57b7-49f8-9073-6939e857ea9c,2026-07-03T15:01:53Z,RFID-LAB-01,D6386201,True,MAIN_GATE,GROUND_FLOOR,ENTRY,1,66.0,-68,4.11,15,0,174.8,1.0,MEDIUM
single_event,b3d9d075-48df-4f42-8f94-434cf1a3c045,2026-07-03T15:02:53Z,RFID-OFFICE-01,F54130F1,True,WAREHOUSE,WAREHOUSE,ENTRY,1,156.0,-50,3.85,15,0,130.8,0.9,MEDIUM
